text,group,pca_x,pca_y,umap_x,umap_y
Because....expansion occurs after heat is added. How can a expansion occur with a prior cause? You're saying the reaction and cause happen at the same time. Show me an example that does that.,Dataset A,-0.11926741,0.088064894,8.533789,5.997752
"loool justin bieber?! oh that is a sad thing to believe :p dear boy (obviously) whitney houston beats michael jackosn demi lovato beats justin bieber karen carpenter beats every singer on earth<3 opera is the most powerfull woman on earth, obama is said to be the most powerfull man on earth, but i seriously think that opera wins this one too. she's a rolemodel, idol, inspiring woman. love her <3",Dataset A,-0.079837725,0.034202114,2.9373183,9.325833
"Really??? You think most people would incorporate the golden rule? I don't think so--I think most people are willing to make a buck off of others (business ventures), land that job they want before someone else gets it, curse someone for cutting them off in traffic, get that parking spot before the guy coming around the corner gets it, or even get in an intentionally insulting dig to someone in a discussion forum such as this. The examples could go on and on ... I think a lot of people like to THINK they incorporate the golden rule, but at close, honest examination would find that they rarely do.",Dataset A,-0.26876396,0.037533555,6.546468,9.499328
"you havent answered my question. if evolution is lacking the hard, observable evidence you say it's lacking, then surely you should have lots to say about atomic theory. however, you dont. why not? unification theory is different - theres no dependency on that theory like there is with chemistry or biology.",Dataset A,-0.28396535,0.045462612,8.22872,6.1565456
I see I jumped the gun. That was well stated.,Dataset A,-0.17238623,-0.020803183,7.004053,10.537346
"Please do, because according to your source McVeigh called himself an Agnostic.
",Dataset A,-0.36204487,-0.015693285,7.1240807,7.557073
Because there are people who are trying to deny the theory of evolution it's place as a vital part of public school's biology curriculum.,Dataset A,-0.38832822,-0.049176157,8.222155,6.1071773
"I'm going to assume you misunderstood my post because I don't think you are an idiot...so giving you the benefit of the doubt let me retrace the series of events.
Matthew S. Stated that when people say ""We believe marriage is between a man and a woman."" think that gays are not citizens. I then returned a question saying ""if someone if 6 and can't marry are they going to 'not be citizens' as well?"". The logic behind that question is not to say that gays are 6 year olds but rather that gays are citizens just like a 6 yr old even if both can't marry. In other words, marriage doesn't make you a citizen or not...unless you think 6yr olds are citizens as well. Trying to make it seem like I made a statement out of a question is foolish and should be avoided.",Dataset A,-0.35219905,-0.09540797,8.028916,9.251545
"Recent studies apparently show that pot is more harmful than you say. One joint is said to contain more carcinogens than four tobacco cigarettes.I doubt your 20,000 joints theory.You have a simplistic argument going for pot. I can't agree that legalizing all drugs would be a good thing either. Programs in Holland have failed to produce significant if any benefits to society in general. The druggies seem to have benefitted by having arrest-free drug zones and access to whatever they want, but the cost of drugs still requires some income, something that most of them likely do not have other than from crime, begging or social programs.One ""benefit"" I see from legalizing drugs is that the users could be more easily identified.",Dataset A,-0.17433721,0.017756183,6.5199285,10.48832
"the government has no business invading into the private, legal activities of two individuals. and how is requirement able to defeat straw purchasers? if you don't feel comfortable making the sale, don't make it. it's as simple as that.",Dataset A,-0.2547404,0.06267086,6.9879513,9.815458
"OMG, are you for real? I'd think that if you saw a plane flying low, being chased by a fighter jet, you'd get out of the way. Any SANE person would...
Further, you'd be peeved if you found out that it was your govt. being completely insensitive (not to mention wasteful). The govt. screwed up...if it had been Bush you'd be crying bloody murder.",Dataset A,-0.1745899,-0.08795527,6.330103,10.060026
Ah yes resort to attack when you have no case - perfect example. Its a marvellous demonstration of projection.,Dataset A,-0.31056455,-0.064956106,6.398442,6.762101
I think that scientists don't work with religion and religion has no place in science class.,Dataset A,-0.34318736,-0.016233735,7.7709165,6.4457145
"Just because you don't hold the same beliefs as we do, does not invalidate our belief. I feel sorry for you if all you have to believe in is a small petri dish of algae. You do need absolute proof if your going claim it as the only possible way of creation.",Dataset A,-0.41703656,-0.10201237,7.457811,6.624843
"oh yeah! i remember tulip. calvinism seems to be more realistic, as it's more correctly grounded in man's sinful nature.",Dataset A,-0.24834591,-0.027873531,7.7649026,7.6537437
"really? lol i'm honored that my attention whoring has inspired you x) and don't even thinking about surpassing the master! it will ensue a civil war.  i'm not surprised. he plays a little rough with the rest of my pets. though jum, the elephant, doesn't look the same without her tusk...",Dataset A,-0.074239,0.072799765,6.602298,7.601708
"wow, 'stupid, selfish, anti-american'  i'm guessing you have something to back up such bold statements? or are you just talking out of your ass again?",Dataset A,-0.28954455,-0.18531892,6.2181387,8.682285
