example_id,family_id,role,interp_index,text,label
train-00521-orig,train-00521,original,0,love the spanish friars watching jos rizal film,sarcastic
train-00521-interp1,train-00521,interpretation,1,hate the spanish friars watching jos rizal film,not_sarcastic
train-00521-interp2,train-00521,interpretation,2,i hate the spanish friars,not_sarcastic
train-00522-orig,train-00522,original,0,when your boyfriend would rather play video games than spend time with you i have all the time in the world it's fine,sarcastic
train-00522-interp1,train-00522,interpretation,1,when your boyfriend would rather play video games than spend time with you the most annoying thing in the world i hate it,not_sarcastic
train-00522-interp2,train-00522,interpretation,2,it drives me crazy when my boyfriend plays his videogames and i am compelled to wait as if i have all the free time in the world,not_sarcastic
train-00523-orig,train-00523,original,0,why does game of thrones use noah syndergaard's song ? ? ? ?,sarcastic
train-00523-interp1,train-00523,interpretation,1,noah syndergaard's song is the best fit for game of thrones use ? ? ? ?,not_sarcastic
train-00523-interp2,train-00523,interpretation,2,why does game of thrones use noah syndergaard's song ?,not_sarcastic
train-00524-orig,train-00524,original,0,you know what's awesome ? writing an apa formatted paper on email marketing optimization when you're sick and on lots of meds,sarcastic
train-00524-interp1,train-00524,interpretation,1,you know how frustrating ? writing an apa formatted paper on email marketing optimization when you're sick and on lots of meds,not_sarcastic
train-00524-interp2,train-00524,interpretation,2,that frustrating moment when you have to write an apa formatted paper when you are unwell and on meds,not_sarcastic
train-00525-orig,train-00525,original,0,kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking great,sarcastic
train-00525-interp1,train-00525,interpretation,1,kkk was handing out fliers and candy in my neighborhood today living in south carolina is just fucking annoying,not_sarcastic
train-00525-interp2,train-00525,interpretation,2,south caroline is no place to be lived people here carry out fliers and candies,not_sarcastic
train-00526-orig,train-00526,original,0,i totally love life so much,sarcastic
train-00526-interp1,train-00526,interpretation,1,i totally hate life so much,not_sarcastic
train-00526-interp2,train-00526,interpretation,2,i don t love my life at all,not_sarcastic
train-00527-orig,train-00527,original,0,feilhaber showing that us national team form so far,sarcastic
train-00527-interp1,train-00527,interpretation,1,feilhaber not showing that us national team form so far,not_sarcastic
train-00527-interp2,train-00527,interpretation,2,it is completely ironic how feilhaber shows the form of the us national team,not_sarcastic
train-00528-orig,train-00528,original,0,my bf talks to me so nicely,sarcastic
train-00528-interp1,train-00528,interpretation,1,my bf talks to me so rudely,not_sarcastic
train-00528-interp2,train-00528,interpretation,2,my bf does not talk to me nicely at all,not_sarcastic
train-00529-orig,train-00529,original,0,sleepless sunday night monday is going to be awesome,sarcastic
train-00529-interp1,train-00529,interpretation,1,sleepless sunday night monday is going to be tiresome,not_sarcastic
train-00529-interp2,train-00529,interpretation,2,no sleep on the sunday night this will spoil my monday too,not_sarcastic
train-00530-orig,train-00530,original,0,i love testing my patience grocery shopping at walmart on a sunday night,sarcastic
train-00530-interp1,train-00530,interpretation,1,i hate testing my patience grocery shopping at walmart on a sunday night,not_sarcastic
train-00530-interp2,train-00530,interpretation,2,i hate when my patience is tested while buying grocery at walmart,not_sarcastic
train-00531-orig,train-00531,original,0,on that last one,sarcastic
train-00531-interp1,train-00531,interpretation,1,on that first one,not_sarcastic
train-00531-interp2,train-00531,interpretation,2,the intention behind the last one was sarcastic,not_sarcastic
train-00532-orig,train-00532,original,0,did you know that transgendered people only started to use public restrooms in america in 2016 ?,sarcastic
train-00532-interp1,train-00532,interpretation,1,did you know that transgendered people has been using the public restrooms in america since inception,not_sarcastic
train-00532-interp2,train-00532,interpretation,2,did you know that transgendered people only started to use public restrooms in america in 2016 ?,not_sarcastic
train-00533-orig,train-00533,original,0,thanks for putting the grades in so i know what i have going into the final,sarcastic
train-00533-interp1,train-00533,interpretation,1,putting the grades in wont help me going into the final,not_sarcastic
train-00533-interp2,train-00533,interpretation,2,i did not want to get familiar with my grades previously put in before taking the finals,not_sarcastic
train-00534-orig,train-00534,original,0,work on a bank holiday oh the joy,sarcastic
train-00534-interp1,train-00534,interpretation,1,work on a bank holiday oh so annoying,not_sarcastic
train-00534-interp2,train-00534,interpretation,2,that frustrating feel which you get while working on a bank holiday,not_sarcastic
train-00535-orig,train-00535,original,0,i'm watching the hillsborough documentarydrama and it's horrific but a youhavetowatch nice one south yorkshire police,sarcastic
train-00535-interp1,train-00535,interpretation,1,i'm watching the hillsborough documentarydrama and it's horrific but a youhavetowatch terrible act south yorkshire police,not_sarcastic
train-00535-interp2,train-00535,interpretation,2,the hillsborough documentary drama is such a waste of time,not_sarcastic
train-00536-orig,train-00536,original,0,i really don't think i drank enough jameson this weekend,sarcastic
train-00536-interp1,train-00536,interpretation,1,i drank enough jameson this weekend,not_sarcastic
train-00536-interp2,train-00536,interpretation,2,i really don't think i drank enough jameson this weekend,not_sarcastic
train-00537-orig,train-00537,original,0,there were more serious injuries at the melbourne f1 race than talladega but yes talladega is too dangerous,sarcastic
train-00537-interp1,train-00537,interpretation,1,there were more serious injuries at the melbourne f1 race than talladega but yes talladega is too dangerous,not_sarcastic
train-00537-interp2,train-00537,interpretation,2,talladega is not a place of so many injuries and danger but it is termed so,not_sarcastic
train-00538-orig,train-00538,original,0,didn't strike him out pos,sarcastic
train-00538-interp1,train-00538,interpretation,1,didn't strike him out pos,not_sarcastic
train-00538-interp2,train-00538,interpretation,2,how can you not strike him out,not_sarcastic
train-00539-orig,train-00539,original,0,oh yea i forgot a new subway station thanks mta,sarcastic
train-00539-interp1,train-00539,interpretation,1,oh yea i forgot a new subway station fuck mta,not_sarcastic
train-00539-interp2,train-00539,interpretation,2,what was the need to have a new subway station,not_sarcastic
train-00540-orig,train-00540,original,0,maybe steph was holding the warriors back with his ballhoggy ways,sarcastic
train-00540-interp1,train-00540,interpretation,1,maybe steph was holding the warriors back with his ballhoggy ways,not_sarcastic
train-00540-interp2,train-00540,interpretation,2,steph was obviously not holding his warriors back,not_sarcastic
train-00541-orig,train-00541,original,0,lillys been to a truck festival today sounds riveting gutted i didn't go,sarcastic
train-00541-interp1,train-00541,interpretation,1,lillys been to a truck festival today sounds riveting am happy i didn't go,not_sarcastic
train-00541-interp2,train-00541,interpretation,2,lillys been to a truck festival today sounds riveting gutted i didn't go,not_sarcastic
train-00542-orig,train-00542,original,0,trying to plan out my lunches for next week 2 of 5 days are already accounted for so just need 3 more yay for being responsible,sarcastic
train-00542-interp1,train-00542,interpretation,1,trying to plan out my lunches for next week 2 of 5 days are already accounted for so just need 3 more hate being responsible,not_sarcastic
train-00542-interp2,train-00542,interpretation,2,trying to plan out my lunches for next week 2 of 5 days are already accounted for so just need 3 more yay for being responsible,not_sarcastic
train-00543-orig,train-00543,original,0,cant wait to see all the crying jordan memes when his hornets are done being eliminated from the playoffs,sarcastic
train-00543-interp1,train-00543,interpretation,1,looking forward to see all the crying jordan memes when his hornets are done being eliminated from the playoffs,not_sarcastic
train-00543-interp2,train-00543,interpretation,2,i cant wait to see all the crying jordan memes when his hornets are done being eliminated from the playoffs,not_sarcastic
